Ranking,World Ranking,University,Country,Impact Rank,Openness Rank,Excellence Rank,Uni Profile
1042,14437,Thang Long University,Vietnam,12919,6553,7212,https://ror.org/00dd6af44
1043,14437,PPM Manajemen,Indonesia,12919,6553,7212,https://en.wikipedia.org/wiki/PPM Manajemen
1044,14465,Universitas Pancasakti Tegal,Indonesia,12930,6553,7212,https://ror.org/05999pw96
1045,14465,Perguruan Tinggi Pelita Indonesia,Indonesia,19641,4496,7212,https://ror.org/05njdpb60
1046,14479,Joint Graduate School of Energy and Environment,Thailand,12943,6553,7212,https://ror.org/00q9d8f64
1047,14495,Universitas Widyagama Malang,Indonesia,12959,6553,7212,https://ror.org/017pgz739
1048,14495,UINSI Samarinda,Indonesia,18657,5091,7212,https://en.wikipedia.org/wiki/UINSI Samarinda
1049,14510,University of Saint Louis Tuguegarao,Philipine,17359,6553,6819,https://ror.org/059jntb51
1050,14554,Boromarajonani College of Nursing,Thailand,13028,6553,7212,https://ror.org/01sm4nm47
1051,14566,Universitas Nusa Bangsa UNB Bogor,Indonesia,18986,4917,7212,https://ror.org/03n5w2v49
1052,14596,University of Veterinary Science Yezin,Myanmar,24309,6553,6071,https://ror.org/04y8pvp97
1053,14630,Philippine Women's University,Philipine,13130,6553,7212,https://ror.org/01bq81t66
1054,14640,Sekolah Tinggi Teknologi Nusa Putra Sukabumi,Indonesia,13146,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Tekno
1055,14664,Universitas Satya Negara Indonesia,Indonesia,17814,5574,7212,https://ror.org/05c132b31
1056,14664,Sekolah Tinggi Ilmu Sosial dan Ilmu Politik STISIPOL Pahlawan 12 Sungailiat,Indonesia,13171,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
1057,14697,Universitas Teknologi Sumbawa,Indonesia,13214,6553,7212,https://en.wikipedia.org/wiki/Universitas Teknolog
1058,14713,Kolej Poly Tech MARA,Malaysia,13235,6553,7212,https://ror.org/020kg7297
1059,14713,Sekolah Tinggi Ilmu Kesehatan STIKES Medistra Indonesia,Indonesia,13235,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
1060,14728,Universitas MH Thamrin,Indonesia,19322,4876,7212,https://en.wikipedia.org/wiki/Universitas MH Thamr
1061,14741,Institut Pendidikan Tapanuli Selatan,Indonesia,18577,5274,7212,https://en.wikipedia.org/wiki/Institut Pendidikan 
1062,14752,Universitas Gajayana Malang,Indonesia,18921,5116,7212,https://ror.org/018vvrr03
1063,14752,The One Academy,Malaysia,13288,6553,7212,https://en.wikipedia.org/wiki/The One Academy
1064,14764,AMA Computer University,Philipine,13305,6553,7212,https://ror.org/001r73k91
1065,14764,Navamindradhiraj University,Thailand,18043,5517,7212,https://ror.org/01qkghv97
1066,14764,Sekolah Tinggi Pariwisata STIPRAM Sleman,Indonesia,20256,4325,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Pariw
1067,14784,Taylor's College,Malaysia,13329,6553,7212,https://en.wikipedia.org/wiki/Taylor's College
1068,14784,Politeknik Manufaktur Negeri Bangka Belitung,Indonesia,17910,5597,7212,https://en.wikipedia.org/wiki/Politeknik Manufaktu
1069,14784,Sekolah Tinggi Agama Islam Sunan Giri Bojonegoro,Indonesia,16574,6036,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
1070,14800,Dong Thap Community College,Vietnam,13360,6553,7212,https://en.wikipedia.org/wiki/Dong Thap Community 
1071,14813,Universitas Simalungun,Indonesia,20166,4414,7212,https://ror.org/00ey2ce45
1072,14813,Universitas Hindu Indonesia,Indonesia,13361,6553,7212,https://ror.org/05djmm265
1073,14813,Sekolah Tinggi Manajemen Informatika dan Komputer STMIK Jaya Nusa Padang,Indonesia,13361,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Manaj
1074,14841,Universitas Yudharta Pasuruan,Indonesia,13402,6553,7212,https://ror.org/016n6yn28
1075,14841,Politeknik Harapan Bersama Tegal,Indonesia,13402,6553,7212,https://en.wikipedia.org/wiki/Politeknik Harapan B
1076,14855,PACE Institute of Leadership and Management,Vietnam,13419,6553,7212,https://en.wikipedia.org/wiki/PACE Institute of Le
1077,14893,Brickfields Asia College,Malaysia,13464,6553,7212,https://en.wikipedia.org/wiki/Brickfields Asia Col
1078,14893,Geospatial Science & Technology College,Malaysia,13464,6553,7212,https://en.wikipedia.org/wiki/Geospatial Science &
1079,14893,(6) San Sebastian College Recoletos de Cavite,Philipine,13464,6553,7212,https://en.wikipedia.org/wiki/(6) San Sebastian Co
1080,14908,Institut Keislaman Abdullah Faqih INKAFA,Indonesia,16384,6137,7212,https://en.wikipedia.org/wiki/Institut Keislaman A
1081,14922,Albukhary International University,Malaysia,13499,6553,7212,https://en.wikipedia.org/wiki/Albukhary Internatio
1082,14922,Politeknik Negeri Indramayu,Indonesia,18921,5196,7212,https://en.wikipedia.org/wiki/Politeknik Negeri In
1083,14922,Poltekkes Pontianak,Indonesia,16836,6009,7212,https://en.wikipedia.org/wiki/Poltekkes Pontianak
1084,14955,New Era University,Philipine,13536,6553,7212,https://ror.org/05pc6nk51
1085,14971,Universitas Hindu Negeri I Gusti Bagus Sugriwa,Indonesia,20583,4248,7212,https://en.wikipedia.org/wiki/Universitas Hindu Ne
1086,14988,National Polytechnic Institute of Cambodia,Kamboja,13570,6553,7212,https://en.wikipedia.org/wiki/National Polytechnic
1087,14999,(1) Universitas Putera Batam,Indonesia,13584,6553,7212,https://ror.org/04r5fv176
1088,15026,Universitas Pandanaran Semarang,Indonesia,18005,5663,7212,https://ror.org/03wya1h47
1089,15028,Universitas Widya Gama Mahakam Samarinda,Indonesia,19362,5069,7212,https://ror.org/04q3r2543
1090,15028,Poltekkes Surabaya,Indonesia,13618,6553,7212,https://en.wikipedia.org/wiki/Poltekkes Surabaya
1091,15054,Universitas Nurtanio UNNUR Bandung,Indonesia,18005,5674,7212,https://ror.org/015t4c879
1092,15054,Sekolah Tinggi Ilmu Ekonomi STIE Sulawesi Utara Manado,Indonesia,13648,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
1093,15054,Universitas Borneo Tarakan,Indonesia,13648,6553,7212,https://en.wikipedia.org/wiki/Universitas Borneo T
1094,15066,Ifugao State University,Philipine,18078,6553,6819,https://ror.org/00rm3g179
1095,15066,University of the East Ramon Magsaysay,Philipine,13663,6553,7212,https://ror.org/01rxjzf54
1096,15066,IKOPIN Business School,Indonesia,17783,5754,7212,https://ror.org/04t3peq77
1097,15066,Universitas Baturaja,Indonesia,20583,4327,7212,https://ror.org/05qby2688
1098,15081,Romblon State University,Philipine,13678,6553,7212,https://ror.org/04dn9wj23
1099,15081,Politeknik Negeri Kupang,Indonesia,20256,4573,7212,https://en.wikipedia.org/wiki/Politeknik Negeri Ku
1100,15094,Sekolah Tinggi Ilmu Ekonomi STIE AUB Surakarta,Indonesia,20021,4697,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
1101,15114,Universitas Prof Dr Moestopo UPDM,Indonesia,13718,6553,7212,https://ror.org/031tn5142
1102,15114,Universitas Muhammadiyah Sukabumi,Indonesia,13718,6553,7212,https://ror.org/033243786
1103,15114,Universitas Hasyim Asy'ari,Indonesia,13718,6553,7212,https://en.wikipedia.org/wiki/Universitas Hasyim A
1104,15114,Sekolah Tinggi Ilmu Kesehatan STIKES BTH Tasikmalaya,Indonesia,13718,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
1105,15114,Universitas Ngudi Waluyo,Indonesia,13718,6553,7212,https://en.wikipedia.org/wiki/Universitas Ngudi Wa
1106,15135,Institut Teknologi dan Bisnis ITB Ahmad Dahlan,Indonesia,19439,5086,7212,https://en.wikipedia.org/wiki/Institut Teknologi d
1107,15146,Universitas Muslim Nusantara Al Washliyah,Indonesia,13756,6553,7212,https://ror.org/03fttn066
1108,15165,Universitas Muhammadiyah Sumatera Barat,Indonesia,13779,6553,7212,https://ror.org/030vbff53
1109,15165,Thonburi University,Thailand,13779,6553,7212,https://en.wikipedia.org/wiki/Thonburi University
1110,15181,Hung Vuong University,Vietnam,13798,6553,7212,https://en.wikipedia.org/wiki/Hung Vuong Universit
1111,15181,Thai Nguyen University of Sciences in Vietnam,Vietnam,14817,6457,7212,https://en.wikipedia.org/wiki/Thai Nguyen Universi
1112,15202,Van Hien University,Vietnam,13830,6553,7212,https://ror.org/00vbzs544
1113,15202,North Chiang Mai University,Thailand,13830,6553,7212,https://ror.org/04dhnbf86
1114,15202,Universitas Ubudiyah Indonesia,Indonesia,13830,6553,7212,https://en.wikipedia.org/wiki/Universitas Ubudiyah
1115,15214,Universitas Muhammadiyah Bandung,Indonesia,20494,4488,7212,https://en.wikipedia.org/wiki/Universitas Muhammad
1116,15228,University of Northern Philippines,Philipine,13865,6553,7212,https://ror.org/05sykgj25
1117,15228,Sekolah Tinggi Ilmu Kesehatan STIKES Fort De Cock Bukittinggi,Indonesia,20166,4713,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
1118,15228,Politeknik NSC Surabaya,Indonesia,13865,6553,7212,https://en.wikipedia.org/wiki/Politeknik NSC Surab
1119,15228,Politeknik Kuching Sarawak,Malaysia,13865,6553,7212,https://en.wikipedia.org/wiki/Politeknik Kuching S
1120,15228,Sekolah Tinggi Ilmu Kepolisian STIK PTIK,Indonesia,13865,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
1121,15260,Sekolah Tinggi Ekonomi dan Bisnis Syariah Indo Global Mandiri,Indonesia,13897,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ekono
1122,15272,Universiti Islam Antarabangsa Sultan Abdul Halim Mu'adzam Shah UniSHAMS,Malaysia,18337,5656,7212,https://ror.org/02v7nqx28
1123,15288,Universitas Islam 45 Bekasi,Indonesia,13926,6553,7212,https://ror.org/03cv1mx62
1124,15288,Santapol College Udonthani,Thailand,13926,6553,7212,https://en.wikipedia.org/wiki/Santapol College Udo
1125,15323,Royal University of Fine Arts,Kamboja,18370,6553,6819,https://ror.org/01w33af17
1126,15323,Politeknik Negeri Manado,Indonesia,13970,6553,7212,https://en.wikipedia.org/wiki/Politeknik Negeri Ma
1127,15342,Universitas Muhammadiyah Bengkulu,Indonesia,13990,6553,7212,https://ror.org/0034wme67
1128,15342,Vietnam University of Commerce,Vietnam,13990,6553,7212,https://ror.org/021s58p89
1129,15342,Universitas Yapis Papua Jayapura,Indonesia,19945,4906,7212,https://ror.org/04es4w891
1130,15342,Ratchatani University,Thailand,13990,6553,7212,https://en.wikipedia.org/wiki/Ratchatani Universit
1131,15352,Universitas Kristen Indonesia Maluku UKIM Ambon,Indonesia,19875,4973,7212,https://ror.org/03rwzd843
1132,15367,Universitas PGRI Argopuro Jember,Indonesia,14015,6553,7212,https://en.wikipedia.org/wiki/Universitas PGRI Arg
1133,15382,Universitas Sahid Surakarta,Indonesia,19322,5287,7212,https://ror.org/04n1has83
1134,15382,Nueva Vizcaya State University,Philipine,18435,6553,6819,https://ror.org/05e5m9w32
1135,15384,University of Central Thailand (Phakklang University),Thailand,14033,6553,7212,https://ror.org/050n8gz83
1136,15410,Institut Bisnis dan Teknologi Indonesia INSTIKI,Indonesia,20912,4382,7212,https://en.wikipedia.org/wiki/Institut Bisnis dan 
1137,15433,Laguna State Polytechnic University,Philipine,19362,5301,7212,https://ror.org/00qh12n88
1138,15433,Informatics Academy Singapore,Singapore,14090,6553,7212,https://en.wikipedia.org/wiki/Informatics Academy 
1139,15447,Cebu Doctors' University,Philipine,14107,6553,7212,https://ror.org/011tc6n71
1140,15447,Institut Ilmu Al Qur'an Jakarta Selatan,Indonesia,18296,5735,7212,https://en.wikipedia.org/wiki/Institut Ilmu Al Qur
1141,15465,Universitas Muhammdiyah Banjarmasin,Indonesia,14127,6553,7212,https://en.wikipedia.org/wiki/Universitas Muhammdi
1142,15476,Universitas Nurul Jadid UNUJA,Indonesia,14139,6553,7212,https://en.wikipedia.org/wiki/Universitas Nurul Ja
1143,15491,Institut Teknologi Padang,Indonesia,14155,6553,7212,https://ror.org/02285qe65
1144,15491,Sekolah Tinggi Keguruan dan Ilmu Pendidikan STKIP Bina Mutiara Sukabumi,Indonesia,14155,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Kegur
1145,15509,Poltekkes Jambi,Indonesia,20210,4895,7212,https://en.wikipedia.org/wiki/Poltekkes Jambi
1146,15509,Sekolah Tinggi Ilmu Ekonomi STIE AMKOP Makassar,Indonesia,20166,4921,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
1147,15528,Gia Lai Teachers Training College,Vietnam,14195,6553,7212,https://en.wikipedia.org/wiki/Gia Lai Teachers Tra
1148,15528,Sekolah Tinggi Ilmu Hukum LPIHM IBLAM,Indonesia,14195,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
1149,15528,University Malaysia of Computer Science & Engineering,Malaysia,14195,6553,7212,https://en.wikipedia.org/wiki/University Malaysia 
1150,15546,BERJAYA University College of Hospitality,Malaysia,14218,6553,7212,https://ror.org/02vdfy254
1151,15546,Sekolah Tinggi Ilmu Pelayaran STIP Jakarta,Indonesia,14218,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
1152,15561,Universitas Binawan,Indonesia,20412,4793,7212,https://en.wikipedia.org/wiki/Universitas Binawan
1153,15561,East Asia Institute of Management,Singapore,14236,6553,7212,https://en.wikipedia.org/wiki/East Asia Institute 
1154,15561,Mahadewa University,Indonesia,20823,4553,7212,https://en.wikipedia.org/wiki/Mahadewa University
1155,15561,Universitas Muhammadiyah Palopo,Indonesia,20823,4551,7212,https://en.wikipedia.org/wiki/Universitas Muhammad
1156,15561,Sekolah Tinggi Manajemen Informatika dan Komputer STMIK Widya Cipta Dharma Samarinda,Indonesia,14236,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Manaj
1157,15575,Bukidnon State University,Philipine,18205,5826,7212,https://ror.org/04knmnr48
1158,15575,Universitas PGRI Banyuwangi,Indonesia,14251,6553,7212,https://ror.org/05h2tq494
1159,15592,Kampus Medistra Lubuk Pakam,Indonesia,20412,4818,7212,https://ror.org/05dg8jj08
1160,15592,Politeknik Brunei,Brunei,14268,6553,7212,https://ror.org/05ednck41
1161,15592,North Bangkok University,Thailand,15836,6389,7212,https://en.wikipedia.org/wiki/North Bangkok Univer
1162,15607,Politeknik KP Sidoarjo,Indonesia,14289,6553,7212,https://en.wikipedia.org/wiki/Politeknik KP Sidoar
1163,15618,Bangkok Thonburi University,Thailand,14302,6553,7212,https://ror.org/01nrcma38
1164,15618,Information and Communications Technology Academy,Philipine,14302,6553,7212,https://en.wikipedia.org/wiki/Information and Comm
1165,15638,Sekolah Tinggi Ilmu Administrasi STIA Mandala Indonesia,Indonesia,14325,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
1166,15655,(3) Program Pascasarjana Institut Agama Islam Ibrahimy,Indonesia,14349,6553,7212,https://en.wikipedia.org/wiki/(3) Program Pascasar
1167,15655,Siam Technology College,Thailand,14349,6553,7212,https://en.wikipedia.org/wiki/Siam Technology Coll
1168,15669,National Academy of Public Administration,Vietnam,14367,6553,7212,https://ror.org/02dg2kf02
1169,15669,(3) Faculty of Medicine Vajira Hospital Navamindradhiraj University,Thailand,14367,6553,7212,https://ror.org/04evmpa20
1170,15680,Vietnam Forestry University,Vietnam,14381,6553,7212,https://ror.org/02jfkxh18
1171,15680,Universitas Dian Nusantara UNDIRA,Indonesia,19057,5552,7212,https://ror.org/02zrz7n38
1172,15680,University College of Aviation Malaysia,Malaysia,14381,6553,7212,https://en.wikipedia.org/wiki/University College o
1173,15680,Sekolah Tinggi Pariwisata STP Bali Internasional,Indonesia,17970,5945,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Pariw
1174,15698,Universitas Dwijendra Denpasar,Indonesia,19725,5285,7212,https://ror.org/05exvy590
1175,15698,Universitas Perjuangan Siliwangi,Indonesia,20636,4746,7212,https://en.wikipedia.org/wiki/Universitas Perjuang
1176,15705,Academy of Civil Engineering,Vietnam,14401,6553,7212,https://en.wikipedia.org/wiki/Academy of Civil Eng
1177,15705,Sekolah Tinggi Teologi STT Iman Jakatra,Indonesia,14401,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Teolo
1178,15705,Universitas KH A Wahab Hasbullah UNWAHA Jombang,Indonesia,14401,6553,7212,https://en.wikipedia.org/wiki/Universitas KH A Wah
1179,15717,Chaopraya University,Thailand,14416,6553,7212,https://ror.org/04gyfd783
1180,15717,Universitas Bina Insan,Indonesia,20716,4723,7212,https://en.wikipedia.org/wiki/Universitas Bina Ins
1181,15748,Universitas Prima Indonesia,Indonesia,14452,6553,7212,https://ror.org/00nzccc08
1182,15748,Instiper Yogyakarta,Indonesia,20118,5117,7212,https://ror.org/01gwrbq98
1183,15748,Akademi Perawatan AKPER Buntet Pesantren Cirebon,Indonesia,14452,6553,7212,https://en.wikipedia.org/wiki/Akademi Perawatan AK
1184,15748,Sekolah Tinggi Keguruan dan Ilmu Pendidikan STKIP PGRI Pacitan,Indonesia,18267,5875,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Kegur
1185,15783,Poltekkes Banten,Indonesia,19439,5446,7212,https://en.wikipedia.org/wiki/Poltekkes Banten
1186,15785,Pathumthani University,Thailand,14488,6553,7212,https://ror.org/04vxqfe68
1187,15785,Eulogio Amang Rodríguez Institute of Science & Technology,Philipine,14488,6553,7212,https://en.wikipedia.org/wiki/Eulogio Amang Rodríg
1188,15785,Royal Thai Navy Academy,Thailand,14488,6553,7212,https://en.wikipedia.org/wiki/Royal Thai Navy Acad
1189,15798,Universitas Panca Bhakti UPB Pontianak,Indonesia,19641,5371,7212,https://ror.org/02a39yh68
1190,15830,Politeknik Mukah Sarawak,Malaysia,14546,6553,7212,https://en.wikipedia.org/wiki/Politeknik Mukah Sar
1191,15849,Trinity University of Asia (Trinity College of Quezon City),Philipine,14573,6553,7212,https://ror.org/0224tgs93
1192,15849,Universitas 17 Agustus 1945 UNTAG Cirebon,Indonesia,18469,5840,7212,https://ror.org/02t1x9x61
1193,15849,Asia Metropolitan University,Malaysia,14573,6553,7212,https://en.wikipedia.org/wiki/Asia Metropolitan Un
1194,15849,Poltekkes Palu,Indonesia,20412,5005,7212,https://en.wikipedia.org/wiki/Poltekkes Palu
1195,15849,Mandalay University of Medicine,Myanmar,25662,6553,6071,https://en.wikipedia.org/wiki/Mandalay University 
1196,15869,Institut Keguruan dan Ilmu Pendidikan IKIP Saraswati Tabanan,Indonesia,14595,6553,7212,https://en.wikipedia.org/wiki/Institut Keguruan da
1197,15869,Imperia Education Group,Malaysia,14595,6553,7212,https://en.wikipedia.org/wiki/Imperia Education Gr
1198,15884,St Theresa International College,Thailand,14610,6553,7212,https://ror.org/0311whq26
1199,15884,University of Cebu,Philipine,14610,6553,7212,https://ror.org/034xkmw20
1200,15897,Prasetiya Mulya Business School,Indonesia,14625,6553,7212,https://en.wikipedia.org/wiki/Prasetiya Mulya Busi
1201,15910,Universitas Respati Yogyakarta UNRIYO Sleman,Indonesia,14646,6553,7212,https://ror.org/003ktzf45
1202,15910,Raffles University Iskandar Malaysia,Malaysia,14646,6553,7212,https://ror.org/02nd88213
1203,15910,Universitas Merdeka Pasuruan,Indonesia,14646,6553,7212,https://ror.org/037a1p293
1204,15929,International Women University,Indonesia,17357,6201,7212,https://ror.org/042h5qy30
1205,15929,Sekolah Tinggi Teknologi Kedirgantaraan STTKD Bantul,Indonesia,19439,5519,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Tekno
1206,15932,(3) Fakultas Keguruan & Ilmu Pendidikan Unswagati,Indonesia,21220,4590,7212,https://en.wikipedia.org/wiki/(3) Fakultas Kegurua
1208,15932,Politeknik LP3I Bandung,Indonesia,20118,5224,7212,https://en.wikipedia.org/wiki/Politeknik LP3I Band
1209,15948,German Malaysian Institute,Malaysia,14688,6553,7212,https://en.wikipedia.org/wiki/German Malaysian Ins
1210,15966,Universitas Kristen Indonesia Paulus Makassar,Indonesia,21059,4694,7212,https://ror.org/02fm1my09
1211,15966,Akademi Militer AKMIL,Indonesia,14712,6553,7212,https://en.wikipedia.org/wiki/Akademi Militer AKMI
1212,15981,GIATMARA,Malaysia,14735,6553,7212,https://en.wikipedia.org/wiki/GIATMARA
1213,15981,LaSalle College Indonesia,Indonesia,14735,6553,7212,https://en.wikipedia.org/wiki/LaSalle College Indo
1214,15981,Politeknik Pelayaran Surabaya,Indonesia,14735,6553,7212,https://en.wikipedia.org/wiki/Politeknik Pelayaran
1215,16006,Sekolah Tinggi Ilmu Ekonomi STIE IPWI,Indonesia,18615,5862,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
1216,16022,Saint Paul University Philippines,Philipine,14783,6553,7212,https://ror.org/02xpf0x05
1217,16022,Universitas Langlangbuana,Indonesia,14783,6553,7212,https://ror.org/04zrzwm74
1218,16022,Universitas Indonesia Maju UIMA,Indonesia,14783,6553,7212,https://en.wikipedia.org/wiki/Universitas Indonesi
1219,16040,(4) GlobalNxt University (Universitas 21 Global),Malaysia,14800,6553,7212,https://en.wikipedia.org/wiki/(4) GlobalNxt Univer
1220,16050,Goon International College,Malaysia,14817,6553,7212,https://en.wikipedia.org/wiki/Goon International C
1221,16063,Universitas Jabal Ghafur,Indonesia,20765,4928,7212,https://ror.org/030wwj796
1222,16065,PoLanKa Politeknik Unggulan Kalimantan,Indonesia,14836,6553,7212,https://en.wikipedia.org/wiki/PoLanKa Politeknik U
1223,16081,Build Bright University,Kamboja,14854,6553,7212,https://ror.org/01nbgfe29
1224,16081,Praboromarajchanok Institute,Thailand,14854,6553,7212,https://ror.org/03hpjw438
